id,offer_page_code,offer_title,vacants,type,to_apply,organization_id,specific_requirements,knowledge,salary,responsabilities,specific_location,city_id,end_date,url,current_date,active
930,489905,"Practicante de Administración, Sociología, Ingeniería de Sistemas, Obstetricia, Enfermería",1.0,PROFESIONAL,"Egresado universitario y/o técnica superior de las carreras de Administración, Sociología, Ing. Sistemas, Obstetricia, Enfermería, Nutrición, Psicología o estadística",41,Conocimiento de Ofimática a nivel básico.,Ofimática,1281.25,,Sede: Unidad Territorial LAMBAYEQUE Dirección: Calle José de la Torre Ugarte Nº 310 - Urb. Patazca - Chiclayo - Lambayeque,14,2025-05-21,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-juntos-administracion-sociologia-ingenieria-sistemas-obstetricia-mayo-2025-489905.html,2025-05-08 08:00:37,0
931,490274,Practicante de Contabilidad,1.0,PRE-PROFESIONAL,Estudiante o Egresado de la carrera profesional de Contabilidad,103,,,1130.0,"Apoyar en el control, supervisión y revisión de comprobantes de pago.
Apoyar en ejecutar el gasto en su fase del girado en el sistema integrado de administración financiera del sector público (SIAF-SP), para efectos del pago total o parcial a proveedores.
Apoyar en los trámites administrativos de la unidad de tesorería.
Otras funciones asignados por el (la) jefe(a) inmediato, relacionados a la misión del Puesto.",UNIDAD DE TESORERÍA,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-contabilidad-mayo-2025-490274.html,2025-05-09 08:00:35,0
932,490045,"Practicante de Contabilidad, Economía, Administración, Ingeniería Industrial",1.0,PROFESIONAL,"Egresado Universitario de la carrera de Contabilidad, Economía, Administración, Ingeniería Industrial",5,,,1130.0,"Apoyo en la ejecución de servicios relacionados orientados a la gestión por procesos.
Apoyo en el seguimiento, control del archivo documentario y su remisión al Archivo Central.
Apoyo en la elaboración de papeles de trabajo de servicios de control.
Apoyo en otras actividades designadas por el supervisor de prácticas.",Av. Edgardo Rebagliati N°561 - Jesús María,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-contabilidad-economia-administracion-ingenieria-industrial-mayo-2025-490045.html,2025-05-09 08:00:35,0
933,490272,Practicante de Contabilidad,1.0,PRE-PROFESIONAL,Estudiante o Egresado de la carrera profesional de Contabilidad,103,,,1130.0,"Apoyar en la formulación de la información financiera y presupuestal para la cuenta general de la república en los periodos intermedios, trimestrales, semestrales y anuales.
Apoyo en afectación presupuestal de anticipos pagados y las rendiciones de cuenta en sistema integrado de gestión administrativa -SIGA con interface sistema integrado de administración financiera SIAF RP modulo administrativo y contable.
Apoyar en los trámites administrativos de la unidad de contabilidad.
Otras funciones asignados por el (la) iefe(a) inmediato, relacionados a la misión del Puesto.",UNIDAD DE CONTABILIDAD,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-contabilidad-mayo-2025-490272.html,2025-05-09 08:00:35,0
934,490267,"Practicante de Contabilidad, Administración, Economía",1.0,PRE-PROFESIONAL,"Estudiante o Egresado de la carrera técnica y/o profesional de Contabilidad, Administración y/o Economía",103,,,1130.0,"Apoyo en la recepción y trámite de documentos.
Apoyo en el ordenamiento v archivamiento de los diferentes documentos concernientes al área.
Apoyo a la elaboración de diferentes documentos concernientes a la unidad.
Apoyo en los trámites de los diferentes documentos de la unidad de abastecimiento y las subunidades.
Apoyo en la elaboración de ordenes de compra, ordenes de servicio.",UNIDAD DE ABASTECIMIENTO,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-contabilidad-administracion-economia-mayo-2025-490267.html,2025-05-09 08:00:36,0
935,490296,Practicante de Contabilidad,1.0,PRE-PROFESIONAL,Estudiante o Egresado de la carrera profesional de Contabilidad,103,,,1130.0,"Apoyo en el seguimiento de los documentos de la sub dirección de equipo mecánico.
Realizar el adecuado ordenamiento de la información contenida en los archivos de la sub dirección de equipo mecánico.
Verificar el avance de la ejecución financiera y cumplimiento de metas de la sub dirección de equipo mecánico.",SUB DIRECCIÓN DE EQUIPO MECÁNICO,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-contabilidad-mayo-2025-490296.html,2025-05-09 08:00:36,0
936,490271,"Practicante de Contabilidad, Administración, Economía",1.0,PRE-PROFESIONAL,Estudiante o Egresado de la carrera profesional de Contabilidad y/o Administración y/o Economía y/o carrera afines,103,,,1130.0,"Coordinar y brindar asistencia técnica a los centros de costos en el proceso de seguimiento y reprogramación dei plan operativo institucional 2025 y en los registros en el aplicativo CEPLAN V.01.
Apoyar en la revisión de la consistencia física v financiera del POI 2025, producto del proceso de seguimiento y reprogramación de actividades operativas e inversiones realizado por los centros de costo mediante el aplicativo CEPLAN V.01.
Apoyar en la consolidación de los planes operativos institucionales conforme a cada notificación trimestral.
Realizar las modificaciones presupuéstales por toda fuente de financiamiento , de acuerdo a las necesidades de los centros de costos
Demás funciones que le asigne o encargue el director de la oficina de planeamiento, presupuesto v modernización.","OFICINA DE PLANEAMIENTO, PRESUPUESTO Y MODERNIZACIÓN.",20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-contabilidad-administracion-economia-mayo-2025-490271.html,2025-05-09 08:00:36,0
937,490048,Practicante de Administración de empresas,1.0,PROFESIONAL,Egresado Universitario de la carrera de Administración de empresas,5,,,1130.0,"Apoyo en el ordenamiento de documento administrativo para su derivación y/o proceso de transferencia documental.
Apoyo en el registro y/o Validaciones registrales de solicitudes presentadas a través del formulario virtual y Hojas de Trámite.
Apoyo en labores que se le asigne en relación a las solicitudes de devolución de derechos registrales.
Apoyo en otras actividades designadas por el supervisor de prácticas.",Av. Edgardo Rebagliati N°561 - Jesús María,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-administracion-empresas-mayo-2025-490048.html,2025-05-09 08:00:36,0
938,490285,"Practicante de Contabilidad, Administración, Economía",1.0,PROFESIONAL,Egresado de la carrera profesional de Contabilidad y/o Administración y/o Economía y/o carreras afines,103,,,1130.0,"Apoyar en la elaboración de informes de seguimiento de proyectos de preinversión.
Apoyar en el recojo de información en la elaboración de estudios de pre inversión, fichas técnicas.etc.
Apoyar en la consolidación de información para la elaboración de estudios de pre inversión y/o IOARR.
Apoyar en al elaboración de informes v/o documentos que se requieren en la elaboración seguimiento y evaluación de estudio de pre inversión. IOARR, fichas técnicas y otros.
Apoyo en la actualización de información y estado de los estudios de pre inversión v/o fichas elaboradas para su continuidad o desactivación permanente.",UNIDAD DE PRE INVERSIÓN,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-contabilidad-administracion-economia-mayo-2025-490285.html,2025-05-09 08:00:36,0
939,490282,Practicante de Administración,1.0,PRE-PROFESIONAL,Estudiante o Egresado de la carrera profesional de Administración,103,,,1130.0,"Apoyo en la atención de mesa de partes en la recepción, registro, envió y seguimiento de documentos.
Apoyar en la preparación de informes, cartas, memorándums, oficios y otros en el sistema de tramite documentarlo, con la finalidad de dar tramite a la documentación de la oficina de administración.
Apoyar en la preparación y ordenamiento de documentos para su remisión a las instancias correspondientes
Apoyo en el ordenamiento y archivamiento de los diferentes documentos concernientes al área.
Apoyar en otras actividades asignadas por el ¡efe inmediato.",OFICINA DE ADMINISTRACIÓN,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-administracion-mayo-2025-490282.html,2025-05-09 08:00:37,0
940,490014,Practicante de Derecho,1.0,PROFESIONAL,Egresado de la carrera universitaria de Derecho,96,"Derecho Laboral
Microsoft Office.",,1200.0,"Apoyar en proyectar los documentos (Informes, Memorándum, Cartas, Oficios y Resoluciones) recabando la información de las diferentes unidades orgánicas orientado a la atención de las diversas comunicaciones efectuados los administrados a la corporación.
Apoyar en revisar los documentos y expedientes correspondientes a los procedimientos administrativos en los cuales la Subgerencia de Gestión del Talento Humano sea órgano decisor, para emitir lo informes correspondientes.
Otras actividades que la subgerencia de Talento Humano lo requiera.",Subgerencia de Gestión del Talento Humano.,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-surco-derecho-mayo-2025-490014.html,2025-05-09 08:00:37,0
941,490016,"Practicante de Ingeniería de Seguridad, Ingeniería de Higiene y Seguridad Industrial",1.0,PROFESIONAL,"Egresado de la carrera universitaria de Ingeniería de Seguridad, Ingeniería de Higiene y Seguridad Industrial y/o carrera afines",96,"Word Intermedio
Power Point Intermedio
Excel intermedio.",,1200.0,"Apoyar en la implementación, seguimiento y evaluación del sistema de gestión de seguridad y salud en el trabajo de la MSS.
Apoyar en la elaboración de Procedimientos Estándar de Trabajo Seguro (PETS).
Apoyar en la actualización y/o seguimiento de los documentos y registros del SGSST de la MSS. Apoyar en la elaboración de indicadores y estadística del SGSST.
Realizar otras actividades compatibles con la especialidad, dispuestas por el titular de la Unidad orgánica o su representante.",Subgerencia de Gestión del Talento Humano.,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-municipalidad-surco-ingenieria-seguridad-mayo-2025-490016.html,2025-05-09 08:00:37,0
942,490281,Practicante de Contabilidad,1.0,PRE-PROFESIONAL,Estudiante o Egresado de la carrera técnica y/o profesional de Contabilidad,103,,,1130.0,"Adoyo en la recepción y tramite de documentos.
Apoyo en el ordenamiento y archivamiento de los diferentes documentos concernientes al área.
Apoyo en la elaboración de diferentes documentos concernientes a la unidad.
Apoyo en la verificación de bienes patrimoniales al momento de entregar o recepción de bienes en las diferentes unidades orgánicas.
Apoyo en la gestión y control de bienes patrimoniales de la dirección regional de transportes y Comunicaciones.",UNIDAD DE PATRIMONIO,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-contabilidad-mayo-2025-490281.html,2025-05-09 08:00:37,0
943,490046,"Practicante de Ingeniería Industrial, Ingeniería de Sistemas, Administración",1.0,PROFESIONAL,"Egresado Universitario de la carrera de Ingeniería Industrial, Ingeniería de Sistemas, Administración",5,,,1130.0,"Apoyo al mantenimiento del Sistema Integrado de Gestión.
Apoyo en la planificación de actividades de seguimientos del SIG.
Apoyo en la gestión documental del SIG.
Apoyo en otras actividades designadas por el supervisor de prácticas.",Av. Edgardo Rebagliati N°561 - Jesús María,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-ingenieria-industrial-sistemas-administracion-mayo-2025-490046.html,2025-05-09 08:00:37,0
944,490027,"Practicante de Secretariado, Administración, Contabilidad, Computación e Informática",1.0,PROFESIONAL,"Egresado de la carrera técnica de Secretariado, Administración, Contabilidad, Computación e Informática o carrera profesional en Administración e Ingeniería Industrial",5,,,1130.0,"Apoyo en las actividades de implementación procedimiento de digitación de títulos.
Apoyo en gestión documental administrativas.
Otros","Oficina Registral de Pisco Av. Las Américas N° 790, Pisco - Ica",1,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-secretariado-administracion-contabilidad-computacion-informatica-mayo-2025-490027.html,2025-05-09 08:00:37,0
945,490051,"Practicante de Ingeniería Eléctrica, Ingeniería Mecánica Eléctrica, Ingeniería de Sistemas",1.0,PROFESIONAL,"Egresado y/o Bachiller de la carrera universitaria de la especialidad de Ingeniería Eléctrica, Mecánica/Eléctrica, Ingeniería de Sistemas",59,"Haber ocupado el tercio superior (constancia de tercio obligatorio).
Manejo de herramientas informáticas a nivel usuario (Word, Excel, PowerPoint, correo electrónico).
Hablar y entender quechua. (Deseable).",,,"Apoyo en gestión de registro, programación y aprobación de nuevas conexiones en el sistema comercial SIELSE
Apoyo en visitas de inspección técnica para el otorgamiento de factibilidad técnica para nuevos suministros
Apoyo en inspecciones técnicas post Venta de nuevos suministros
Apoyo en otras actividades que le sean asignadas.",Juliaca - Puno,7,2025-05-09,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-electro-puno-ingenieria-electrica-mecanica-mayo-2025-490051.html,2025-05-09 08:00:38,0
946,490280,Practicante de Ingeniería Civil,1.0,PRE-PROFESIONAL,"Estudiante de la carrera profesional de Ingeniería Civil, afines por la formación a partir de los últimos ciclos",103,,,1130.0,"Apoyar en la fiscalización v control para el cumplimiento de las normativas emanadas y las especializaciones técnicas, asi como los contratos, directivas y reglamentos emitidos por el ente respectivo, en el ámbito de la competencia de la oficina de supervisión y liquidación de la entidad.
Apoyar en el control de los informes mensuales de avance físico financiero de las actividades de conservación y/o mantenimiento de la red vial departamental.
Apoyar en la elaboración de informes, solicitados por el ¡efe inmediato de la oficina de supervisión y liquidación de la DRTC-Huancavelica.
Las demás funciones que se le asigne o encargue el responsable de la oficina de supervisión y liquidación de la DRTC-Huancavelica.",OFICINA DE SUPERVISIÓN Y LIQUIDACIÓN,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-ingenieria-civil-mayo-2025-490280.html,2025-05-09 08:00:38,0
947,490049,"Practicante de Administración de empresas, Bibliotecología, Archivo, Historia",1.0,PROFESIONAL,"Egresado Universitario o técnico de la carrera de Administración de empresas, Bibliotecología, Archivo, Historia",5,,,1130.0,"Apoyo en la gestión del Archivo Central respecto a la toma de inventarios, transferencia, clasificación y ordenamiento de documentos.
Apoyo en otras actividades designadas por el supervisor de prácticas.",Av. Edgardo Rebagliati N°561 - Jesús María,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-administracion-empresas-bibliotecologia-archivo-historia-mayo-2025-490049.html,2025-05-09 08:00:38,0
948,490052,"Practicante de Ingeniería de Sistemas, Ingeniería Industrial, Ingeniería de Software",,,Estudiantes a partir de 7mo ciclo. Egresado o Bachiller (no titulado) - Ingeniería de Sistemas - Ingeniería Industrial - Ingeniería de Software - Ingeniería Informática - Computación Científica,2,,"Exel avanzado (macros, visualización de datos)
Deseable conocimiento en sistemas operativos (REDHAT, LINUX, WINDOWS, DAX)
PROJECT, VISIO, VISUAL BASIC, POWER PIVOT.
Deseable conocimiento en lenguaje de programación (JAVA, ACCESS, BIZAGI, PYTHON, VISUAL BASIC.NET)
Deseable conocimiento en base de datos (SQL, ORACLE, POWER BI, DASHBOARD)
Deseable conocimiento en desarrollo web
Deseable conocimiento en gestión de procesos
Deseable conocimiento en metodologías ágiles (SCRUM)",,,San Borja -Lima,2,2025-05-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-banco-nacion-ingenieria-sistemas-industrial-mayo-2025-490052.html,2025-05-09 08:00:38,0
949,490275,Practicante de Ingeniería Civil,1.0,PRE-PROFESIONAL,Estudiante o Egresado de la carrera profesional de Ingeniería Civil,103,,,1130.0,"Apoyo en el monitoreo de la información generada y recibida de la dirección de caminos.
Apoyar en el levantamiento de información y análisis de aspectos técnicos.
Proponer alternativas para la gestión de trabajos de ingeniería ven los planes de trabajo referente a los aspectos técnicos.",DIRECCIÓN DE CAMINOS,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-ingenieria-civil-mayo-2025-490275.html,2025-05-09 08:00:38,0
950,490028,"Practicante de Administración de Empresas, Economía, Contabilidad",1.0,PROFESIONAL,"Egresado(a) universitario(a) de la carrera de Administración de Empresas, Economía o Contabilidad",27,"No haber obtenido el título profesional.
Conocimiento de herramientas informáticas sustentarlo con (DJ), o Constancia, o Diploma.
Cursos en temas: Administración de Empresa, Economía y Contabilidad Encontrarse dentro de los veinticuatro (24) meses siguientes a la obtención de la condición de egresado de la universidad.
Competencias: responsabilidad, Trabajo en equipo, Proactividad, Iniciativa, Planificación, Razonamiento lógico matemático.
Conocimiento en materia de integridad pública y ética (Se evaluará en la entrevista).",,1395.0,,Av. José Pardo Nº 261 - Miraflores,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-apci-administracion-empresas-economia-contabilidad-mayo-2025-490028.html,2025-05-09 08:00:38,0
951,490293,"Practicante de Computación, Ingeniería Informática, Ingeniería de Sistemas, Ingeniería Electrónica",1.0,PRE-PROFESIONAL,"Estudiante de la carrera profesional de Computación, Informática, Ingeniería de Sistemas, Ingeniería Electrónica afines por la formación a partir de los últimos ciclos",103,,,1130.0,"Apoyar en la actualización y migración a la plataforma del gob.oe.
Apoyar en la migración de diferentes aplicativos al servidor nuevo de la entidad.
Apoyar en el mantenimiento preventivo v correctivo de los equipos informáticos.
Apoyar en el correcto funcionamiento v administración de la red LAN de la entidad.
Las demás funciones aue se le asigne o encargue el responsable de la unidad de tecnología de información.",UNIDAD DE TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-computacion-ingenieria-informatica-mayo-2025-490293.html,2025-05-09 08:00:39,0
952,490279,"Practicante de Ingeniería Electrónica, Ingeniería de Telecomunicaciones",1.0,PROFESIONAL,Egresado de la carrera profesional de Ingeniería Electrónica o Telecomunicaciones y/o afines,103,,,1130.0,"Apoyo de campo en diagnostico, mantenimiento preventivo y correctivo de equipos de los sistemas de radio y televisión del provecto CPACC.
Apoyo de campo en diagnostico. Mantenimiento preventivo v correctivo de sistemas de radio comunicación HF del provecto CPACC.
Apoyo en rellenado de actas de mantenimiento de los sistemas de radio y televisión.
Otras funciones de apoyo asignado por el superior inmediato.",DIRECCIÓN DE COMUNICACIONES -DRTC-HUANCAVELICA,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-ingenieria-electronica-mayo-2025-490279.html,2025-05-09 08:00:39,0
953,490289,"Practicante de Contabilidad, Administración, Computación, Ingeniería de Sistemas",1.0,PRE-PROFESIONAL,"Estudiante o Egresado de la carrera profesional de Contabilidad, Administración, Computación y/o Sistemas",103,,,1130.0,"Apoyar en la elaboración y seguimientos de los documentos de la unidad de gestión de recursos humanos.
Apoyar en la recepción y registro de los documentos.
Apoyar en la redacción de actos administrativos en el área de escalafón
Apoyar en la actualización de legajo personal de la DRTC-HVCA
Apoyar en otras actividades asignadas por el ¡efe inmediato.",UNIDAD DE GESTIÓN DE RECURSOS HUMANOS,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-contabilidad-administracion-computacion-mayo-2025-490289.html,2025-05-09 08:00:39,0
954,490277,"Practicante de Administración, Contabilidad, Economía, Ingeniería Ambiental y Sanitaria",1.0,PROFESIONAL,"Egresado de la carrera profesional de Administración, Contabilidad, Economía, Ingeniería Ambiental y Sanitaria y/o afines",103,,,1130.0,"Apoyo en registro, recepción y derivación de documentos a través del SISGEDO, a fin de mantener orden y control del mismo.
Seguimiento de la documentación y trámites administrativos.
Clasificación organización y foliación de documentos
Otras funciones de apoyo asignado por el superior inmediato.",DIRECCIÓN DE COMUNICACIONES -DRTC-HUANCAVELICA,20,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-direccion-transportes-huancavelica-administracion-contabilidad-economia-mayo-2025-490277.html,2025-05-09 08:00:39,0
955,490000,"Practicante de Economía, Ingeniería económica, Sociología, Estadística",1.0,PROFESIONAL,Egresado universitario de la carrera de Economía o Ingeniería económica o Sociología o Estadística,36,"Conocimiento en análisis de datos cuantitativos y/o cualitativos.
Conocimientos de herramientas estadísticas como SPSS, Stata, Excel y Power BI.
Capacidad para redactar reportes, informes y presentaciones de manera clara y precisa.
Conocimiento en Derecho administrativo.",,1250.0,"Apoyar en la aplicación de instrumentos y en la sistematización para la generación de evidencia, así como en la elaboración de tableros de visualización de información en materia de discapacidad.
Apoyar en la recolección, solicitud y seguimiento de información relacionada con la discapacidad.
Elaborar documentos tales como resúmenes, ayudas memoria, memorandos, notas, y apoyar en la elaboración de presentaciones, reportes e informes.
Facilitar la comunicación efectiva y proporcionar apoyo en las capacitaciones y/o asistencias a técnicas a entidades públicas y privadas, para la incorporación de la perspectiva de discapacidad en instrumentos y herramientas de gestión.",Sede Lince: Av. Paseo de la República 2550 - Lince.,2,2025-05-20,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-conadis-economia-ingenieria-economica-sociologia-estadistica-mayo-2025-490000.html,2025-05-09 08:00:39,0
956,490050,"Practicante de Derecho, Administración de Empresas",1.0,PROFESIONAL,"Egresado Universitario o técnico de la carrera de Derecho, Administración de Empresas",5,,,1130.0,"Apoyo en la orientación en el trámite de actos y recursos administrativos de acuerdo a lo dispuesto en la Ley del Procedimiento Administrativo presentados por el administrado.
Apoyo en los procesos de la Subunidad de Gestión Documental y Archivo,
Apoyo en otras actividades designadas por el supervisor de prácticas.",Jr. Washington Nº 1537 - Lima / Av. Edgardo Rebagliati N°561 - Jesús María,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-derecho-administracion-empresas-mayo-2025-490050.html,2025-05-09 08:00:40,0
957,490047,"Practicante de Administración de empresas, Contabilidad",1.0,PROFESIONAL,"Egresado Universitario o técnico de la carrera de Administración de empresas, Contabilidad",5,,,1130.0,"Apoyo en el ordenamiento y archivo de los recibos de ingreso y sustentos, correspondientes a los ingresos obtenidos a través del Servicio de Publicidad Registral en Línea SPRL.
Apoyo en la revisión de los reportes emitidos por las transacciones realizadas a nivel nacional por el canal SPRL.
Apoyo en la elaboración de reportes de variación de ingresos del SPRL, identificando y analizando las variaciones para el seguimiento correspondiente.
Apoyo en otras actividades designadas por el supervisor de prácticas.",Av. Edgardo Rebagliati N°561 - Jesús María,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-administracion-empresas-contabilidad-mayo-2025-490047.html,2025-05-09 08:00:40,0
958,490399,"Practicante de Archivística, Historia, Bibliotecología, Administración",1.0,PROFESIONAL,"Egresado/a universitario/a de la carrera profesional de Archivística, Historia, Bibliotecología o Administración",13,,"Ofimática nivel básico.
Sistema Administrativo de Gestión de Recursos Humanos en el sector público.",1506.67,"Apoyar en las actividades de conservación de documentos en los ambientes de trabajo y las instalaciones del Archivo de la Unidad de Recursos Humanos.
Apoyar en el registro actualizado de la ubicación de los documentos en las instalaciones del Archivo de la Unidad de Recursos Humanos.
Apoyar en la foliación, encarpetado, rotulado, descripción y registro de la documentación del Archivo de la Unidad de Recursos Humanos
Otras actividades que le asigne el/la supervisor/a de prácticas.",Región Lima,2,2025-05-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sutran-archivistica-historia-bibliotecologia-administracion-mayo-2025-490399.html,2025-05-10 08:00:25,0
959,490431,Practicante de Ingeniería Civil,1.0,PROFESIONAL,Egresado Universitario en Ingeniería Civil,4,,,1130.0,"Apoyar en la constatación e inspección del Derecho de Vía para verificar el respeto a la propiedad del Estado.
Apoyar en recopilar información para la elaboración de los informes sobre uso e invasión de Derecho de Vía.
Apoyar en las labores de verificación de invasiones en la franja marginal de las vías para recopilar información.
Apoyar en labores de notificación y documentación concerniente a derecho de vía, a fin de que se cumplan con la entrega oportuna.
Otras actividades que le encargue su supervisor de prácticas",Unidad Zonal IX Ucayali de PROVIAS NACIONAL,22,2025-05-26,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-provias-nacional-ingenieria-civil-mayo-2025-490431.html,2025-05-10 08:00:26,0
960,490400,"Practicante de Ingeniería Industrial, Ingeniería de Transporte, Ingeniería Civil",1.0,PROFESIONAL,"Egresado/a universitario/a de la carrera profesional de Ingeniería Industrial, Ingeniería de Transporte o Ingeniería Civil",13,,"Ofimática nivel básico.
Seguridad Vial.",1506.67,"Apoyar en la georreferenciación y elaboración o actualización de bases de datos del registro de elementos viales instalados en la Red Vial Nacional.
Apoyar en la georreferenciación y actualización de la base de datos de los accidentes de tránsito ocurridos en la Red Vial Nacional.
Apoyar en el procesamiento de información generada en la fiscalización de velocidades máximas con el uso de cinemómetros.
Apoyar en la elaboración de proyectos de documentos con información recopilada de las supervisiones o fiscalizaciones realizadas en la Red Vial Nacional.
Otras que le asigne el Supervisor (a) de prácticas.",Región Lima,2,2025-05-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sutran-ingenieria-industrial-transporte-civil-mayo-2025-490400.html,2025-05-10 08:00:26,0
961,490603,"Practicante de Archivística, Bibliotecología, Administración",1.0,PROFESIONAL,"Egresado o bachiller en la carrera de Archivística, Bibliotecología , Administración o afines",73,Conocimiento de Office intermedio.,,1200.0,"Apoyo en el control y requerimiento de expedientes
Inventariar y hacer seguimiento de los expedientes
Otras funciones encomendadas por el jefe inmediato.","San Isidro, Lima, Perú",2,,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-agrobanco-archivistica-bibliotecologia-administracion-mayo-2025-490603.html,2025-05-10 08:00:26,0
962,490398,Practicante de Derecho,1.0,PRE-PROFESIONAL,Estudiante del último año o de los dos últimos años de la Carrera de Derecho,33,,Conocimientos de Derecho Laboral y ofimática a nivel usuario.,1130.0,"Apoyar en la revisión de expedientes relacionados con la atención de Procedimientos Administrativos de competencia de la Dirección General de Trabajo.
Apoyar en la elaboración de informes en materia laboral.
Apoyar en la búsqueda de información de las solicitudes y/o consultas relacionadas con los expedientes de los procedimientos administrativos que son de competencia de la Dirección General de Trabajo.
Apoyar en otras actividades que asigne la Dirección General de Trabajo.",Dirección General de Trabajo,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-ministerio-trabajo-mtpe-derecho-mayo-2025-490398.html,2025-05-10 08:00:26,0
963,490397,Practicante de Trabajo Social,1.0,PRE-PROFESIONAL,Estudiante del último año o de los dos últimos años de la Carrera Universitaria en Trabajo Social,33,,Conocimientos básicos en trámites documentarios ante EsSalud y otros centros de servicio de salud y conocimientos de ofimática.,1130.0,"Apoyar en las gestiones y seguimiento de trámites documentarios ante EsSalud y centros de servicios de salud.
Apoyar en la atención e información respecto a las consultas sobre derechos y beneficios en el aspecto de bienestar social al personal solicitante.
Apoyar en el desarrollo de actividades y otras acciones que promuevan el buen clima laboral institucional.
Realizar otras actividades de apoyo de acuerdo a bienestar social.",Unidad de Gestión de Recursos Humanos,2,2025-05-22,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-ministerio-trabajo-mtpe-social-mayo-2025-490397.html,2025-05-10 08:00:26,0
964,490699,"Practicante de Derecho, Ciencias Políticas",1.0,PROFESIONAL,Egresado de carrera universitaria de Derecho y Ciencias Políticas,5,,,1130.0,"Apoyo en el despacho de títulos.
Apoyo en la foliación de títulos que serán derivados al Archivo Registral.
Apoyo en la digitación.
Apoyo en la elaboración de oficios, memorándums, informes.
Otros que designe el Jefe Inmediato",Jr. Progreso N° 150 - Callería,22,2025-05-23,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-derecho-ciencias-politicas-mayo-2025-490699.html,2025-05-11 08:00:17,0
